post_title,post_name,post_date,post_status,post_author,post_category,post_excerpt,post_content,custom_field_original_id
5/5 (日・祝) こどもの日ケーキご予約承ります🎏,5-5-kodomono-go-rimasu,2025-04-15 00:00:00,publish,admin,news,🎏5/5 (日・祝) こどもの日健やかな成長や幸せを願って・・・ご予約承っております！●ご予約受付中！　こいのぼりロール　￥2800(税込￥3024)●ご予約受付中！　こどもの日デコレーション　￥4500(税込￥4860)●ザウルスエッグ　￥640(税込￥691)●チョコバナナモンブラン　￥580(税込￥626)《店　　　 　　舗》3日前まで《オンラインショップ》4月29日24時まで↓↓↓写真をタップ　↓↓↓※5/4(日・祝)・5(日・祝)当日販売もございますが、品切れの際はご了承ください。,"<li class=""newsTxt"">
<p class=""mrgnB20"">🎏5/5 (日・祝) こどもの日<br/>健やかな成長や幸せを願って・・・ご予約承っております！<br/><br/><br/>●ご予約受付中！　こいのぼりロール　￥2800(税込￥3024)<br/><br/>●ご予約受付中！　こどもの日デコレーション　￥4500(税込￥4860)<br/><br/>●ザウルスエッグ　￥640(税込￥691)<br/><br/>●チョコバナナモンブラン　￥580(税込￥626)<br/><br/>《店　　　 　　舗》3日前まで<br/>《オンラインショップ》4月29日24時まで↓↓↓写真をタップ　↓↓↓<br/><br/>※5/4(日・祝)・5(日・祝)当日販売もございますが、品切れの際はご了承ください。</p>
<div class=""floatCenter mrgnB20""><a href=""https://cake-rivage.shop-pro.jp/?mode=grp&amp;gid=2717594"" target=""_blank""><img src=""/news/img/227-1-180150.jpg""/></a></div>
</li>",227
